"FieldGoalDistance","FieldGoalResult","HomeTeam","Month","KickerName","desc"
37,1,"CLE","11","R.Bullock","(9:51) (Field Goal formation) R.Bullock 37 yard field goal is GOOD, Center-J.Weeks, Holder-S.Lechler."
50,1,"CLE","11","R.Bullock","(2:52) (Field Goal formation) R.Bullock 50 yard field goal is GOOD, Center-J.Weeks, Holder-S.Lechler."
23,1,"CAR","11","G.Gano","(15:00) G.Gano 23 yard field goal is GOOD, Center-J.Jansen, Holder-B.Nortman."
34,1,"CAR","11","M.Bryant","(9:30) M.Bryant 34 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher."
42,1,"CAR","11","M.Bryant","(:06) M.Bryant 42 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher."
26,1,"CAR","11","M.Bryant","(12:09) M.Bryant 26 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher."
44,1,"CAR","11","M.Bryant","(2:12) M.Bryant 44 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher."
46,0,"CAR","11","G.Gano","(1:26) G.Gano 46 yard field goal is No Good, Wide Left, Center-J.Jansen, Holder-B.Nortman."
63,0,"CAR","11","G.Gano","(:01) G.Gano 63 yard field goal is BLOCKED (R.Hageman), Center-J.Jansen, Holder-B.Nortman."
31,1,"NO","11","S.Graham","(8:58) S.Graham 31 yard field goal is GOOD, Center-J.Drescher, Holder-L.McCown."
22,1,"NO","11","M.Nugent","(2:56) M.Nugent 22 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber."
42,1,"NO","11","M.Nugent","(:01) M.Nugent 42 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber."
32,1,"WAS","11","P.Murray","(11:15) P.Murray 32 yard field goal is GOOD, Center-A.DePaola, Holder-M.Koenen."
47,0,"WAS","11","K.Forbath","(10:20) K.Forbath 47 yard field goal is No Good, Wide Right, Center-N.Sundberg, Holder-T.Way."
38,1,"WAS","11","P.Murray","(7:44) P.Murray 38 yard field goal is GOOD, Center-A.DePaola, Holder-M.Koenen."
50,0,"WAS","11","K.Forbath","(6:55) K.Forbath 50 yard field goal is No Good, Wide Right, Center-N.Sundberg, Holder-T.Way."
37,1,"STL","11","G.Zuerlein","(9:24) G.Zuerlein 37 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker."
29,1,"STL","11","G.Zuerlein","(4:00) G.Zuerlein 29 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker."
22,1,"STL","11","G.Zuerlein","(1:43) G.Zuerlein 22 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker."
55,1,"STL","11","G.Zuerlein","(12:04) G.Zuerlein 55 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker."
53,1,"STL","11","G.Zuerlein","(4:48) G.Zuerlein 53 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker."
31,1,"NYG","11","P.Dawson","(1:03) P.Dawson 31 yard field goal is GOOD, Center-K.Nelson, Holder-A.Lee."
37,1,"NYG","11","P.Dawson","(10:21) P.Dawson 37 yard field goal is GOOD, Center-K.Nelson, Holder-A.Lee."
44,1,"NYG","11","P.Dawson","(7:34) P.Dawson 44 yard field goal is GOOD, Center-K.Nelson, Holder-A.Lee."
43,1,"NYG","11","J.Brown","(8:23) J.Brown 43 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford. Penalty on SF-D.Johnson, Running Into the Kicker, declined."
24,1,"KC","11","S.Hauschka","(1:43) S.Hauschka 24 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan."
27,1,"KC","11","S.Hauschka","(:04) S.Hauschka 27 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan."
23,1,"KC","11","C.Santos","(7:43) C.Santos 23 yard field goal is GOOD, Center-T.Gafford, Holder-D.Colquitt."
42,1,"SD","11","S.Janikowski","(7:30) S.Janikowski 42 yard field goal is GOOD, Center-J.Condo, Holder-M.Schaub."
23,1,"SD","11","N.Novak","(4:15) N.Novak 23 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres."
48,0,"SD","11","N.Novak","(:02) N.Novak 48 yard field goal is No Good, Wide Left, Center-M.Windt, Holder-M.Scifres."
52,1,"SD","11","N.Novak","(7:25) N.Novak 52 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres."
25,1,"SD","11","S.Janikowski","(4:06) S.Janikowski 25 yard field goal is GOOD, Center-J.Condo, Holder-M.Schaub."
50,1,"ARI","11","M.Prater","(2:53) M.Prater 50 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin."
28,1,"ARI","11","M.Prater","(:30) M.Prater 28 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin."
27,1,"GB","11","M.Crosby","(13:01) M.Crosby 27 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay."
33,1,"GB","11","C.Parkey","(13:13) C.Parkey 33 yard field goal is GOOD, Center-J.Dorenbos, Holder-D.Jones."
33,1,"GB","11","C.Parkey","(:05) C.Parkey 33 yard field goal is GOOD, Center-J.Dorenbos, Holder-D.Jones."
33,1,"GB","11","M.Crosby","(7:57) M.Crosby 33 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay."
50,0,"GB","11","M.Crosby","(12:10) M.Crosby 50 yard field goal is No Good, Wide Right, Center-B.Goode, Holder-T.Masthay."
31,1,"IND","11","A.Vinatieri","(4:24) A.Vinatieri 31 yard field goal is GOOD, Center-M.Overton, Holder-P.McAfee."
53,1,"IND","11","A.Vinatieri","(8:37) A.Vinatieri 53 yard field goal is GOOD, Center-M.Overton, Holder-P.McAfee."
49,1,"TEN","11","S.Suisham","(10:51) (Field Goal formation) S.Suisham 49 yard field goal is GOOD, Center-G.Warren, Holder-B.Wing."
23,1,"TEN","11","S.Suisham","(1:08) (Field Goal formation) S.Suisham 23 yard field goal is GOOD, Center-G.Warren, Holder-B.Wing."
20,1,"TEN","11","R.Succop","(11:16) (Field Goal formation) R.Succop 20 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern."
24,1,"OAK","11","C.Santos","(7:23) C.Santos 24 yard field goal is GOOD, Center-T.Gafford, Holder-D.Colquitt."
40,1,"OAK","11","S.Janikowski","(5:10) S.Janikowski 40 yard field goal is GOOD, Center-J.Condo, Holder-M.Schaub."
25,1,"OAK","11","C.Santos","(9:07) C.Santos 25 yard field goal is GOOD, Center-T.Gafford, Holder-D.Colquitt."
33,1,"ATL","11","B.Cundiff","(13:22) B.Cundiff 33 yard field goal is GOOD, Center-C.Yount, Holder-S.Lanning."
37,1,"ATL","11","B.Cundiff","(9:26) B.Cundiff 37 yard field goal is GOOD, Center-C.Yount, Holder-S.Lanning."
60,0,"ATL","11","B.Cundiff","(:03) B.Cundiff 60 yard field goal is No Good, Center-C.Yount, Holder-S.Lanning. D.Hester at ATL -6 to CLE 31 for 75 yards (J.Bitonio)."
32,1,"ATL","11","B.Cundiff","(9:51) B.Cundiff 32 yard field goal is GOOD, Center-C.Yount, Holder-S.Lanning."
53,1,"ATL","11","M.Bryant","(:49) M.Bryant 53 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher."
37,1,"ATL","11","B.Cundiff","(:05) B.Cundiff 37 yard field goal is GOOD, Center-C.Yount, Holder-S.Lanning."
36,1,"PHI","11","C.Parkey","(3:28) C.Parkey 36 yard field goal is GOOD, Center-J.Dorenbos, Holder-D.Jones."
26,1,"PHI","11","C.Parkey","(11:33) C.Parkey 26 yard field goal is GOOD, Center-J.Dorenbos, Holder-D.Jones."
20,1,"PHI","11","R.Succop","(:54) R.Succop 20 yard field goal is GOOD, Center-B.Brinkley, Holder-B.Kern."
49,0,"PHI","11","C.Parkey","(:07) C.Parkey 49 yard field goal is No Good, Hit Left Upright, Center-J.Dorenbos, Holder-D.Jones."
35,1,"PHI","11","C.Parkey","(14:18) C.Parkey 35 yard field goal is GOOD, Center-J.Dorenbos, Holder-D.Jones."
30,1,"PHI","11","C.Parkey","(10:22) C.Parkey 30 yard field goal is GOOD, Center-J.Dorenbos, Holder-D.Jones."
50,1,"PHI","11","C.Parkey","(2:31) C.Parkey 50 yard field goal is GOOD, Center-J.Dorenbos, Holder-D.Jones."
48,1,"NE","11","M.Prater","(11:49) M.Prater 48 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin."
20,1,"NE","11","M.Prater","(13:41) M.Prater 20 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin."
53,0,"NE","11","M.Prater","(:40) M.Prater 53 yard field goal is No Good, Wide Left, Center-D.Muhlbach, Holder-S.Martin."
35,1,"NE","11","S.Gostkowski","(:04) S.Gostkowski 35 yard field goal is GOOD, Center-D.Aiken, Holder-R.Allen."
43,1,"NE","11","S.Gostkowski","(5:09) S.Gostkowski 43 yard field goal is GOOD, Center-D.Aiken, Holder-R.Allen."
49,1,"NE","11","M.Prater","(14:53) M.Prater 49 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin."
39,1,"MIN","11","B.Walsh","(:21) (Field Goal formation) B.Walsh 39 yard field goal is GOOD, Center-C.Loeffler, Holder-J.Locke."
51,1,"MIN","11","B.Walsh","(6:47) (Field Goal formation) B.Walsh 51 yard field goal is GOOD, Center-C.Loeffler, Holder-J.Locke."
48,1,"MIN","11","M.Crosby","(2:54) M.Crosby 48 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay."
46,1,"IND","11","A.Vinatieri","(10:38) A.Vinatieri 46 yard field goal is GOOD, Center-M.Overton, Holder-P.McAfee."
28,1,"IND","11","J.Scobee","(4:22) J.Scobee 28 yard field goal is GOOD, Center-C.Tinker, Holder-B.Anger."
20,1,"IND","11","A.Vinatieri","(:16) A.Vinatieri 20 yard field goal is GOOD, Center-M.Overton, Holder-P.McAfee."
32,1,"IND","11","A.Vinatieri","(14:57) A.Vinatieri 32 yard field goal is GOOD, Center-M.Overton, Holder-P.McAfee."
36,1,"HOU","11","R.Bullock","(1:49) R.Bullock 36 yard field goal is GOOD, Center-J.Weeks, Holder-S.Lechler."
25,1,"HOU","11","R.Bullock","(1:52) R.Bullock 25 yard field goal is GOOD, Center-J.Weeks, Holder-S.Lechler."
31,1,"HOU","11","M.Nugent","(8:52) M.Nugent 31 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber."
49,1,"HOU","11","M.Nugent","(2:00) M.Nugent 49 yard field goal is GOOD, Center-C.Harris, Holder-K.Huber."
54,0,"CHI","11","R.Gould","(7:07) (Field Goal formation) R.Gould 54 yard field goal is No Good, Hit Left Upright, Center-J.Cain, Holder-P.O'Donnell."
32,1,"CHI","11","P.Murray","(:09) (Field Goal formation) P.Murray 32 yard field goal is GOOD, Center-A.DePaola, Holder-M.Koenen."
39,1,"CHI","11","P.Murray","(5:01) (Field Goal formation) P.Murray 39 yard field goal is GOOD, Center-A.DePaola, Holder-M.Koenen."
27,1,"SEA","11","S.Hauschka","(8:49) S.Hauschka 27 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan."
49,0,"SEA","11","C.Catanzaro","(7:04) C.Catanzaro 49 yard field goal is No Good, Wide Right, Center-M.Leach, Holder-D.Butler."
32,1,"SEA","11","S.Hauschka","(12:56) S.Hauschka 32 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan."
52,1,"SEA","11","S.Hauschka","(10:11) S.Hauschka 52 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan."
49,0,"SEA","11","S.Hauschka","(5:35) S.Hauschka 49 yard field goal is BLOCKED (T.Kelly), Center-C.Gresham, Holder-J.Ryan, RECOVERED by ARI-T.Jefferson at ARI 21. T.Jefferson to ARI 21 for no gain (R.Okung)."
23,1,"SEA","11","C.Catanzaro","(:16) C.Catanzaro 23 yard field goal is GOOD, Center-M.Leach, Holder-D.Butler."
40,1,"SEA","11","S.Hauschka","(8:39) S.Hauschka 40 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan."
23,1,"SD","11","N.Novak","(9:13) N.Novak 23 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres."
22,1,"SD","11","G.Zuerlein","(1:07) G.Zuerlein 22 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker."
46,0,"SD","11","G.Zuerlein","(4:38) G.Zuerlein 46 yard field goal is BLOCKED, Center-J.McQuaide, Holder-J.Hekker, RECOVERED by SD-E.Weddle at SD 21. E.Weddle to SD 33 for 12 yards (L.Kendricks). PENALTY on SD-T.Williams, Illegal Block Above the Waist, 10 yards, enforced at SD 30. Penalty on STL, Offensive Offside, superseded."
48,1,"SD","11","N.Novak","(:07) N.Novak 48 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres."
41,1,"SF","11","P.Dawson","(:05) P.Dawson 41 yard field goal is GOOD, Center-K.Nelson, Holder-A.Lee."
27,1,"SF","11","K.Forbath","(:35) K.Forbath 27 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way."
46,1,"SF","11","K.Forbath","(7:48) K.Forbath 46 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way."
38,1,"DEN","11","B.McManus","(4:14) B.McManus 38 yard field goal is GOOD, Center-A.Brewer, Holder-B.Colquitt."
33,0,"DEN","11","B.McManus","(8:11) B.McManus 33 yard field goal is No Good, Hit Right Upright, Center-A.Brewer, Holder-B.Colquitt."
38,1,"NYG","11","D.Bailey","(2:50) D.Bailey 38 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones."
27,1,"BUF","11","N.Folk","(1:05) N.Folk 27 yard field goal is GOOD, Center-T.Purdum, Holder-R.Quigley."
53,1,"BUF","11","D.Carpenter","(9:50) D.Carpenter 53 yard field goal is GOOD, Center-G.Sanborn, Holder-C.Schmidt."
20,1,"NO","11","S.Graham","(4:03) S.Graham 20 yard field goal is GOOD, Center-J.Drescher, Holder-L.McCown."
31,1,"NO","11","J.Tucker","(8:36) J.Tucker 31 yard field goal is GOOD, Center-K.McDermott, Holder-S.Koch."
55,1,"NO","11","J.Tucker","(11:04) J.Tucker 55 yard field goal is GOOD, Center-K.McDermott, Holder-S.Koch."
34,1,"NO","11","S.Graham","(6:38) S.Graham 34 yard field goal is GOOD, Center-J.Drescher, Holder-L.McCown."
46,1,"DET","11","M.Prater","(6:56) M.Prater 46 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin."
35,1,"DET","11","R.Gould","(8:59) R.Gould 35 yard field goal is GOOD, Center-J.Cain, Holder-P.O'Donnell."
40,1,"DET","11","M.Prater","(6:21) M.Prater 40 yard field goal is GOOD, Center-D.Muhlbach, Holder-S.Martin."
31,1,"DAL","11","C.Parkey","(12:14) (Field Goal formation) C.Parkey 31 yard field goal is GOOD, Center-J.Dorenbos, Holder-D.Jones."
22,1,"DAL","11","C.Parkey","(1:39) (Field Goal formation) C.Parkey 22 yard field goal is GOOD, Center-J.Dorenbos, Holder-D.Jones."
26,1,"DAL","11","C.Parkey","(:24) (Field Goal formation) C.Parkey 26 yard field goal is GOOD, Center-J.Dorenbos, Holder-D.Jones."
28,1,"DAL","11","D.Bailey","(9:16) (Field Goal formation) D.Bailey 28 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones."
25,1,"DAL","11","C.Parkey","(11:05) (Field Goal formation) C.Parkey 25 yard field goal is GOOD, Center-J.Dorenbos, Holder-D.Jones."
21,1,"SF","11","S.Hauschka","(11:12) S.Hauschka 21 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan."
36,1,"SF","11","S.Hauschka","(5:45) S.Hauschka 36 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan."
35,1,"SF","11","S.Hauschka","(8:10) S.Hauschka 35 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan."
40,1,"SF","11","P.Dawson","(1:11) P.Dawson 40 yard field goal is GOOD, Center-K.Nelson, Holder-A.Lee."
46,1,"SF","11","S.Hauschka","(10:16) S.Hauschka 46 yard field goal is GOOD, Center-C.Gresham, Holder-J.Ryan."
25,1,"IND","11","K.Forbath","(13:22) K.Forbath 25 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way."
29,1,"IND","11","K.Forbath","(12:05) K.Forbath 29 yard field goal is GOOD, Center-N.Sundberg, Holder-T.Way."
37,1,"HOU","11","R.Bullock","(3:30) R.Bullock 37 yard field goal is GOOD, Center-J.Weeks, Holder-S.Lechler."
43,0,"HOU","11","R.Bullock","(3:27) R.Bullock 43 yard field goal is No Good, Wide Left, Center-J.Weeks, Holder-S.Lechler."
22,1,"BUF","11","B.Cundiff","(4:55) B.Cundiff 22 yard field goal is GOOD, Center-C.Yount, Holder-S.Lanning."
37,0,"BUF","11","B.Cundiff","(7:28) B.Cundiff 37 yard field goal is No Good, Wide Right, Center-C.Yount, Holder-S.Lanning."
53,0,"BUF","11","D.Carpenter","(:01) D.Carpenter 53 yard field goal is BLOCKED (J.Haden), Center-G.Sanborn, Holder-C.Schmidt."
49,1,"BUF","11","D.Carpenter","(13:46) D.Carpenter 49 yard field goal is GOOD, Center-G.Sanborn, Holder-C.Schmidt."
34,1,"BUF","11","D.Carpenter","(12:05) D.Carpenter 34 yard field goal is GOOD, Center-G.Sanborn, Holder-C.Schmidt."
34,1,"BUF","11","D.Carpenter","(3:36) D.Carpenter 34 yard field goal is GOOD, Center-G.Sanborn, Holder-C.Schmidt."
35,1,"BUF","11","D.Carpenter","(:31) D.Carpenter 35 yard field goal is GOOD, Center-G.Sanborn, Holder-C.Schmidt."
33,1,"BAL","11","J.Tucker","(7:52) (Field Goal formation) J.Tucker 33 yard field goal is GOOD, Center-K.McDermott, Holder-S.Koch."
21,1,"BAL","11","J.Tucker","(11:13) (Field Goal formation) J.Tucker 21 yard field goal is GOOD, Center-K.McDermott, Holder-S.Koch."
29,1,"BAL","11","J.Tucker","(1:44) J.Tucker 29 yard field goal is GOOD, Center-K.McDermott, Holder-S.Koch."
52,1,"BAL","11","N.Novak","(:07) (Field Goal formation) N.Novak 52 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres."
26,1,"BAL","11","N.Novak","(10:14) N.Novak 26 yard field goal is GOOD, Center-M.Windt, Holder-M.Scifres."
31,1,"BAL","11","J.Tucker","(2:26) (Field Goal formation) J.Tucker 31 yard field goal is GOOD, Center-K.McDermott, Holder-S.Koch."
28,1,"JAC","11","J.Scobee","(2:07) J.Scobee 28 yard field goal is GOOD, Center-C.Tinker, Holder-B.Anger."
43,0,"JAC","11","J.Brown","(4:54) J.Brown 43 yard field goal is No Good, Wide Right, Center-Z.DeOssie, Holder-S.Weatherford."
33,1,"JAC","11","J.Brown","(3:30) J.Brown 33 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford."
43,1,"JAC","11","J.Scobee","(:32) J.Scobee 43 yard field goal is GOOD, Center-C.Tinker, Holder-B.Anger."
32,1,"TB","11","P.Murray","(12:29) (Field Goal formation) P.Murray 32 yard field goal is GOOD, Center-A.DePaola, Holder-M.Koenen."
42,1,"TB","11","P.Murray","(14:19) (Field Goal formation) P.Murray 42 yard field goal is GOOD, Center-A.DePaola, Holder-M.Koenen."
38,1,"STL","11","G.Zuerlein","(5:32) G.Zuerlein 38 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker."
49,1,"PIT","11","S.Suisham","(6:10) (Field Goal formation) S.Suisham 49 yard field goal is GOOD, Center-G.Warren, Holder-B.Wing."
31,1,"PIT","11","S.Suisham","(14:09) (Field Goal formation) S.Suisham 31 yard field goal is GOOD, Center-G.Warren, Holder-B.Wing."
54,0,"PIT","11","S.Suisham","(:05) S.Suisham 54 yard field goal is No Good, Short, Center-G.Warren, Holder-B.Wing."
47,1,"PIT","11","S.Suisham","(14:57) (Field Goal formation) S.Suisham 47 yard field goal is GOOD, Center-G.Warren, Holder-B.Wing."
30,1,"MIN","11","G.Gano","(:41) (Field Goal formation) G.Gano 30 yard field goal is GOOD, Center-J.Jansen, Holder-B.Nortman."
35,1,"MIN","11","G.Gano","(3:33) (Field Goal formation) G.Gano 35 yard field goal is GOOD, Center-J.Jansen, Holder-B.Nortman."
39,1,"MIN","11","B.Walsh","(9:00) (Field Goal formation) B.Walsh 39 yard field goal is GOOD, Center-C.Loeffler, Holder-J.Locke."
20,1,"ATL","11","M.Bryant","(8:17) M.Bryant 20 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher. Penalty on ARI-J.Bethel, Defensive Offside, declined."
44,1,"ATL","11","C.Catanzaro","(2:47) C.Catanzaro 44 yard field goal is GOOD, Center-M.Leach, Holder-D.Butler."
23,1,"ATL","11","M.Bryant","(:03) M.Bryant 23 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher."
21,1,"ATL","11","M.Bryant","(6:17) M.Bryant 21 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher."
45,1,"ATL","11","M.Bryant","(12:42) M.Bryant 45 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher."
28,1,"ATL","11","M.Bryant","(2:34) M.Bryant 28 yard field goal is GOOD, Center-J.Harris, Holder-M.Bosher."
32,1,"GB","11","M.Crosby","(11:17) M.Crosby 32 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay."
35,1,"GB","11","M.Crosby","(3:32) M.Crosby 35 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay."
33,1,"GB","11","M.Crosby","(5:58) M.Crosby 33 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay."
40,0,"GB","11","M.Crosby","(9:34) M.Crosby 40 yard field goal is No Good, Wide Left, Center-B.Goode, Holder-T.Masthay."
28,1,"GB","11","M.Crosby","(8:45) M.Crosby 28 yard field goal is GOOD, Center-B.Goode, Holder-T.Masthay."
47,0,"GB","11","S.Gostkowski","(2:40) S.Gostkowski 47 yard field goal is No Good, Wide Right, Center-R.Ninkovich, Holder-R.Allen."
22,1,"KC","11","C.Barth","(7:18) C.Barth 22 yard field goal is GOOD, Center-A.Brewer, Holder-B.Colquitt."
24,1,"KC","11","C.Barth","(:19) C.Barth 24 yard field goal is GOOD, Center-A.Brewer, Holder-B.Colquitt."
39,1,"KC","11","C.Santos","(12:48) C.Santos 39 yard field goal is GOOD, Center-T.Gafford, Holder-D.Colquitt."
30,1,"KC","11","C.Barth","(6:20) C.Barth 30 yard field goal is GOOD, Center-A.Brewer, Holder-B.Colquitt."
33,1,"KC","11","C.Barth","(14:47) C.Barth 33 yard field goal is GOOD, Center-A.Brewer, Holder-B.Colquitt."
37,1,"KC","11","C.Barth","(7:37) C.Barth 37 yard field goal is GOOD, Center-A.Brewer, Holder-B.Colquitt."
43,0,"NYJ","12","C.Sturgis","(1:50) C.Sturgis 43 yard field goal is No Good, Wide Left, Center-J.Denney, Holder-B.Fields."
40,1,"NYJ","12","N.Folk","(12:01) N.Folk 40 yard field goal is GOOD, Center-T.Purdum, Holder-R.Quigley."
48,0,"NYJ","12","N.Folk","(3:28) N.Folk 48 yard field goal is No Good, Wide Left, Center-T.Purdum, Holder-R.Quigley."
43,1,"NYJ","12","C.Sturgis","(:04) C.Sturgis 43 yard field goal is GOOD, Center-J.Denney, Holder-B.Fields."
44,1,"NYJ","12","C.Sturgis","(11:00) C.Sturgis 44 yard field goal is GOOD, Center-J.Denney, Holder-B.Fields."
45,1,"NYJ","12","N.Folk","(7:21) N.Folk 45 yard field goal is GOOD, Center-T.Purdum, Holder-R.Quigley."
45,0,"NYJ","12","N.Folk","(5:46) N.Folk 45 yard field goal is No Good, Wide Left, Center-T.Purdum, Holder-R.Quigley."
26,1,"NYJ","12","C.Sturgis","(2:00) C.Sturgis 26 yard field goal is GOOD, Center-J.Denney, Holder-B.Fields."
35,1,"CHI","12","D.Bailey","(12:41) (Field Goal formation) D.Bailey 35 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones."
27,1,"CHI","12","D.Bailey","(3:44) (Field Goal formation) D.Bailey 27 yard field goal is GOOD, Center-L.Ladouceur, Holder-C.Jones."
22,1,"CIN","12","S.Suisham","(:15) S.Suisham 22 yard field goal is GOOD, Center-G.Warren, Holder-B.Wing."
44,1,"CIN","12","S.Suisham","(13:37) S.Suisham 44 yard field goal is GOOD, Center-G.Warren, Holder-B.Wing."
28,0,"WAS","12","G.Zuerlein","(5:36) G.Zuerlein 28 yard field goal is No Good, Wide Right, Center-J.McQuaide, Holder-J.Hekker."
38,0,"WAS","12","G.Zuerlein","(:02) G.Zuerlein 38 yard field goal is No Good, Wide Right, Center-J.McQuaide, Holder-J.Hekker."
34,1,"WAS","12","G.Zuerlein","(7:44) G.Zuerlein 34 yard field goal is GOOD, Center-J.McQuaide, Holder-J.Hekker."
20,1,"TEN","12","J.Brown","(8:04) (Field Goal formation) J.Brown 20 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford."
42,0,"TEN","12","R.Succop","(8:52) (Field Goal formation) R.Succop 42 yard field goal is No Good, Wide Right, Center-B.Brinkley, Holder-B.Kern."
19,1,"TEN","12","J.Brown","(1:43) (Field Goal formation) J.Brown 19 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford."
36,1,"TEN","12","J.Brown","(:12) (Field Goal formation) J.Brown 36 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford."
52,1,"TEN","12","J.Brown","(:38) (Field Goal formation) J.Brown 52 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford."
42,1,"TEN","12","J.Brown","(11:27) (Field Goal formation) J.Brown 42 yard field goal is GOOD, Center-Z.DeOssie, Holder-S.Weatherford."
37,1,"NO","12","G.Gano","(10:02) G.Gano 37 yard field goal is GOOD, Center-J.Jansen, Holder-B.Nortman."
37,1,"NO","12","S.Graham","(13:24) S.Graham 37 yard field goal is GOOD, Center-J.Drescher, Holder-L.McCown."
42,0,"NO","12","S.Graham","(7:05) S.Graham 42 yard field goal is No Good, Wide Left, Center-J.Drescher, Holder-L.McCown."
41,1,"NO","12","G.Gano","(14:15) G.Gano 41 yard field goal is GOOD, Center-J.Jansen, Holder-B.Nortman."
36,1,"MIN","12","N.Folk","(2:31) N.Folk 36 yard field goal is GOOD, Center-T.Purdum, Holder-R.Quigley."
33,1,"MIN","12","N.Folk","(:20) (Field Goal formation) N.Folk 33 yard field goal is GOOD, Center-T.Purdum, Holder-R.Quigley."
22,1,"MIN","12","N.Folk","(12:27) (Field Goal formation) N.Folk 22 yard field goal is GOOD, Center-T.Purdum, Holder-R.Quigley."
39,0,"MIN","12","B.Walsh","(5:08) (Field Goal formation) B.Walsh 39 yard field goal is No Good, Wide Right, Center-C.Loeffler, Holder-J.Locke."
24,1,"MIN","12","N.Folk","(14:17) N.Folk 24 yard field goal is GOOD, Center-T.Purdum, Holder-R.Quigley."
20,1,"MIN","12","B.Walsh","(5:28) (Field Goal formation) B.Walsh 20 yard field goal is GOOD, Center-C.Loeffler, Holder-J.Locke."
44,1,"MIN","12","N.Folk","(:28) (Field Goal formation) N.Folk 44 yard field goal is GOOD, Center-T.Purdum, Holder-R.Quigley."
56,0,"MIN","12","B.Walsh","(:03) (Field Goal formation) B.Walsh 56 yard field goal is No Good, Short, Center-C.Loeffler, Holder-J.Locke."
46,1,"MIA","12","C.Sturgis","(10:24) (Field Goal formation) C.Sturgis 46 yard field goal is GOOD, Center-J.Denney, Holder-B.Fields."
34,1,"MIA","12","C.Sturgis","(12:43) (Field Goal formation) C.Sturgis 34 yard field goal is GOOD, Center-J.Denney, Holder-B.Fields."
40,0,"CLE","12","B.Cundiff","(8:55) (Field Goal formation) B.Cundiff 40 yard field goal is No Good, Wide Right, Center-C.Yount, Holder-S.Lanning."
51,1,"CLE","12","A.Vinatieri","(7:21) (Field Goal formation) A.Vinatieri 51 yard field goal is GOOD, Center-M.Overton, Holder-P.McAfee."
